,정류장번호,정류장명,위도,경도,도시코드,도시명,geometry,이용량,행정동_노인_인구수,총인구수,노인_인구수,노인_이용량_비율,노인_밀집도,활용성
18,CWB379000588,내서중학교,35.24631984,128.508754,38010,경상남도 창원시,POINT (1091775.3689870427 1695010.797114738),621637.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,2139372.259597442
19,CWB379000589,덕재.롯데캐슬,35.24483093,128.5875128,38010,경상남도 창원시,POINT (1098942.8494134538 1694921.322285897),2491458.0,1960725,1003731,276574,1.9534367275694384,0.2755459381049305,4866905.562396698
20,CWB379000591,창원대학교종점,35.24330606,128.69159327,38010,경상남도 창원시,POINT (1108414.6498749722 1694860.9032080553),951996.0,1934447,1003731,276574,1.9272564063479158,0.2755459381049305,1834740.3898175906
21,CWB379000592,명서동허앤리병원,35.24385625,128.6474615,38010,경상남도 창원시,POINT (1104398.5223876368 1694874.6202807932),234263.973776908,2076333,1003731,276574,2.0686149974445343,0.2755459381049305,484601.969515865
22,CWB379000593,송정마을,35.24503377,128.5510418,38010,경상남도 창원시,POINT (1095624.320738304 1694908.0779898027),5396.0,684119,1003731,276574,0.681576039795523,0.2755459381049305,3677.7843107366416
23,CWB379000594,차룡119안전센터,35.24404912,128.6239615,38010,경상남도 창원시,POINT (1102260.1061477081 1694871.5505965485),1096748.0,2354555,1003731,276574,2.345802809716946,0.2755459381049305,2572754.539951441
24,CWB379000595,구슬골,35.24522344,128.5282542,38010,경상남도 창원시,POINT (1093550.7995337064 1694907.4013343225),992456.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,3415550.932893375
25,CWB379000596,송정마을,35.24488409,128.5509893,38010,경상남도 창원시,POINT (1095619.7198241204 1694891.4268639195),5396.0,684119,1003731,276574,0.681576039795523,0.2755459381049305,3677.7843107366416
26,CWB379000597,내서중학교,35.24602623,128.5089331,38010,경상남도 창원시,POINT (1091791.9948282228 1694978.3994497943),621637.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,2139372.259597442
27,CWB379000598,사림동농협,35.24302744,128.6854102,38010,경상남도 창원시,POINT (1107852.4378954647 1694823.2668271905),512054.0,1934447,1003731,276574,1.9272564063479158,0.2755459381049305,986859.3518960756
28,CWB379000600,사림동농협,35.24323199,128.6855129,38010,경상남도 창원시,POINT (1107861.5114131097 1694846.0647735693),512054.0,1934447,1003731,276574,1.9272564063479158,0.2755459381049305,986859.3518960756
29,CWB379000601,덕재.롯데캐슬,35.2441913,128.5872821,38010,경상남도 창원시,POINT (1098922.6362207758 1694850.1526671955),2533086.0,1960725,1003731,276574,1.9534367275694384,0.2755459381049305,4948223.226491959
30,CWB379000602,창원의집입구,35.24265281,128.6807386,38010,경상남도 창원시,POINT (1107427.8745291517 1694776.6517908468),331244.0,1934447,1003731,276574,1.9272564063479158,0.2755459381049305,638392.121064309
31,CWB379000603,농협하나로클럽,35.24292024,128.6532093,38010,경상남도 창원시,POINT (1104922.6992408251 1694776.868857884),832665.0,1934447,1003731,276574,1.9272564063479158,0.2755459381049305,1604758.9555916872
32,CWB379000604,용마정비,35.24404105,128.51182105,38010,경상남도 창원시,POINT (1092056.9915546163 1694760.9042640764),414143.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,1425278.813369319
33,CWB379000605,구슬골,35.24447614,128.5290676,38010,경상남도 창원시,POINT (1093625.664643877 1694825.287574193),992456.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,3415550.932893375
34,CWB379000606,차룡사거리,35.24317944,128.6263182,38010,경상남도 창원시,POINT (1102475.626682128 1694777.5264126905),1095968.0,2354555,1003731,276574,2.345802809716946,0.2755459381049305,2570924.8137598615
35,CWB379000608,용마정비,35.24473658,128.5121251,38010,경상남도 창원시,POINT (1092083.8690267575 1694838.3250533566),414143.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,1425278.813369319
36,CWB379000610,창원대학교입구,35.24225663,128.690046,38010,경상남도 창원시,POINT (1108275.263070009 1694742.8236024904),935067.0,1934447,1003731,276574,1.9272564063479158,0.2755459381049305,1802113.8661145265
37,CWB379000611,창원의집입구,35.24221533,128.6811025,38010,경상남도 창원시,POINT (1107461.5622864899 1694728.5253552082),330122.0,1143286,1003731,276574,1.1390362557298719,0.2755459381049305,376020.92681405676
38,CWB379000612,창원대학교입구,35.24209118,128.6902507,38010,경상남도 창원시,POINT (1108294.1084125917 1694724.6970367278),935067.0,1934447,1003731,276574,1.9272564063479158,0.2755459381049305,1802113.8661145265
39,CWB379000613,삼성창원병원,35.24344644,128.5911962,38010,경상남도 창원시,POINT (1099279.669680901 1694771.4494696124),511712.0,410959,1003731,276574,0.4094314114040515,0.2755459381049305,209510.96639239
40,CWB379000614,농협하나로클럽,35.24255802,128.6530763,38010,경상남도 창원시,POINT (1104911.0645142957 1694736.5551238353),831543.0,1934447,1003731,276574,1.9272564063479158,0.2755459381049305,1602596.573903765
41,CWB379000615,차룡사거리,35.24283504,128.6260183,38010,경상남도 창원시,POINT (1102448.7729713856 1694739.0202114708),1096748.0,2354555,1003731,276574,2.345802809716946,0.2755459381049305,2572754.539951441
42,CWB379000617,아랫구슬골,35.24385319,128.5286229,38010,경상남도 창원시,POINT (1093585.9197370077 1694755.7789386387),5177.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,17816.71648878036
43,CWB379000619,창원대삼거리,35.24175676,128.6847949,38010,경상남도 창원시,POINT (1107798.135083338 1694681.6691406053),423013.0,1934447,1003731,276574,1.9272564063479158,0.2755459381049305,815254.5142184509
44,CWB379000620,창원대삼거리,35.24177861,128.6851291,38010,경상남도 창원시,POINT (1107828.5146824918 1694684.4554353184),423013.0,1934447,1003731,276574,1.9272564063479158,0.2755459381049305,815254.5142184509
45,CWB379000621,우영프라자,35.24148128,128.6878827,38010,경상남도 창원시,POINT (1108079.4565608683 1694654.4732719262),950898.0,1934447,1003731,276574,1.9272564063479158,0.2755459381049305,1832624.2622834204
46,CWB379000622,아랫구슬골,35.24352149,128.5290703,38010,경상남도 창원시,POINT (1093627.0077704932 1694719.413040684),5177.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,17816.71648878036
47,CWB379000623,사림민원센터,35.24151593,128.6814845,38010,경상남도 창원시,POINT (1107497.2429927473 1694651.3694649572),235808.0,1384621,1003731,276574,1.3794741818276013,0.2755459381049305,325291.047868403
48,CWB379000625,송정,35.24318612,128.5520384,38010,경상남도 창원시,POINT (1095717.1668417677 1694704.1211610278),5396.0,684119,1003731,276574,0.681576039795523,0.2755459381049305,3677.7843107366416
49,CWB379000626,삼성창원병원,35.24263644,128.5910482,38010,경상남도 창원시,POINT (1099267.1909918066 1694681.4664538635),470084.0,1960725,1003731,276574,1.9534367275694384,0.2755459381049305,918279.3506427519
50,CWB379000627,사림민원센터,35.24132848,128.6815527,38010,경상남도 창원시,POINT (1107503.6958798044 1694630.6535028843),235808.0,1384621,1003731,276574,1.3794741818276013,0.2755459381049305,325291.047868403
51,CWB379000629,송정,35.24309119,128.5522405,38010,경상남도 창원시,POINT (1095735.6667049692 1694693.7876370836),5396.0,684119,1003731,276574,0.681576039795523,0.2755459381049305,3677.7843107366416
52,CWB379000630,반지사거리,35.24239932,128.6611672,38010,경상남도 창원시,POINT (1105647.4436509432 1694727.534250685),244921.0,1143286,1003731,276574,1.1390362557298719,0.2755459381049305,278973.89878961595
53,CWB379000631,반지사거리,35.24132643,128.6616882,38010,경상남도 창원시,POINT (1105696.2407529047 1694609.0963976716),244921.0,1143286,1003731,276574,1.1390362557298719,0.2755459381049305,278973.89878961595
54,CWB379000632,시티7,35.24121646,128.6533388,38010,경상남도 창원시,POINT (1104936.6772871292 1694588.0425478178),87292.0,1143286,1003731,276574,1.1390362557298719,0.2755459381049305,99428.75283517198
55,CWB379000633,시티7,35.24078906,128.6535542,38010,경상남도 창원시,POINT (1104956.8271344737 1694540.8680853483),234263.973776908,1143286,1003731,276574,1.1390362557298719,0.2755459381049305,266835.15954325016
56,CWB379000635,윗구슬골마을,35.24244043,128.5328532,38010,경상남도 창원시,POINT (1093972.4439378146 1694603.0904226438),5177.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,17816.71648878036
57,CWB379000636,성심유치원,35.24045031,128.6839104,38010,경상남도 창원시,POINT (1107719.3831605786 1694535.8125301956),150089.0,1384621,1003731,276574,1.3794741818276013,0.2755459381049305,207043.90047632286
58,CWB379000637,마재고개,35.24171176,128.5369503,38010,경상남도 창원시,POINT (1094346.0695660883 1694526.1618149392),992456.0,684119,1003731,276574,0.681576039795523,0.2755459381049305,676434.2301513056
59,CWB379000638,합성동,35.24141101,128.5846712,38010,경상남도 창원시,POINT (1098688.451742378 1694539.199512144),2594067.0,1960725,1003731,276574,1.9534367275694384,0.2755459381049305,5067345.75157587
60,CWB379000639,윗구슬골마을,35.24215666,128.5331543,38010,경상남도 창원시,POINT (1094000.1675290556 1694571.9034725684),5177.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,17816.71648878036
61,CWB379000641,마재고개,35.24189244,128.5369682,38010,경상남도 창원시,POINT (1094347.4889492188 1694546.2174575196),992456.0,684119,1003731,276574,0.681576039795523,0.2755459381049305,676434.2301513056
62,CWB379000642,합성동,35.24130668,128.5850253,38010,경상남도 창원시,POINT (1098720.7971656336 1694527.9806000849),2635363.0,1960725,1003731,276574,1.9534367275694384,0.2755459381049305,5148014.874677578
63,CWB379000643,장미아파트,35.24161434,128.50514355,38010,경상남도 창원시,POINT (1091452.166344035 1694485.595044302),646693.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,2225602.8271738146
64,CWB379000644,장미아파트,35.24215139,128.5052244,38010,경상남도 창원시,POINT (1091458.9196179002 1694545.2317956565),675788.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,2325733.6686343253
65,CWB379000645,아래송정,35.2412205,128.55359536,38010,경상남도 창원시,POINT (1095861.1419058368 1694487.6224823766),5396.0,684119,1003731,276574,0.681576039795523,0.2755459381049305,3677.7843107366416
66,CWB379000646,반지민원센터,35.23975044,128.6648532,38010,경상남도 창원시,POINT (1105986.2724774107 1694437.6802004487),244921.0,1143286,1003731,276574,1.1390362557298719,0.2755459381049305,278973.89878961595
67,CWB379000647,반지민원센터,35.23970443,128.6645272,38010,경상남도 창원시,POINT (1105956.6692536408 1694432.2293407773),244921.0,1143286,1003731,276574,1.1390362557298719,0.2755459381049305,278973.89878961595
68,CWB379000648,럭키상가,35.23951125,128.6661079,38010,경상남도 창원시,POINT (1106100.7505049135 1694412.4921956374),63812.0,1143286,1003731,276574,1.1390362557298719,0.2755459381049305,72684.18155063459
69,CWB379000649,성심유치원,35.23937242,128.6859259,38010,경상남도 창원시,POINT (1107904.2024058185 1694418.4539717732),178735.0,1934447,1003731,276574,1.9272564063479158,0.2755459381049305,344468.1737885947
70,CWB379000650,럭키상가,35.23954879,128.6663329,38010,경상남도 창원시,POINT (1106121.1746412166 1694416.8961715277),160042.0,1143286,1003731,276574,1.1390362557298719,0.2755459381049305,182293.64043952015
71,CWB379000651,농업기술센터,35.23951394,128.6492866,38010,경상남도 창원시,POINT (1104570.1564173957 1694394.9436039075),817518.0,2076333,1003731,276574,2.0686149974445343,0.2755459381049305,1691129.9954808608
72,CWB379000652,창원컨벤션센터,35.23930263,128.6579641,38010,경상남도 창원시,POINT (1105360.0056637158 1694380.681780436),234263.973776908,1143286,1003731,276574,1.1390362557298719,0.2755459381049305,266835.15954325016
73,CWB379000653,농업기술센터,35.23935438,128.6487661,38010,경상남도 창원시,POINT (1104523.0002881887 1694376.699008891),817518.0,2076333,1003731,276574,2.0686149974445343,0.2755459381049305,1691129.9954808608
74,CWB379000654,내서119안전센터,35.24117981,128.5100703,38010,경상남도 창원시,POINT (1091900.9285672794 1694441.952233197),414143.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,1425278.813369319
75,CWB379000655,도립미술관,35.23885483,128.6899685,38010,경상남도 창원시,POINT (1108272.733495384 1694365.4499650418),733925.0,1934447,1003731,276574,1.9272564063479158,0.2755459381049305,1414461.658028894
76,CWB379000656,도립미술관,35.23833674,128.6892302,38010,경상남도 창원시,POINT (1108206.2421161805 1694307.1844112),736744.0,1934447,1003731,276574,1.9272564063479158,0.2755459381049305,1419894.5938383888
77,CWB379000659,창원컨벤션센터,35.23919978,128.6574757,38010,경상남도 창원시,POINT (1105315.6984173064 1694368.7566830525),234263.973776908,1143286,1003731,276574,1.1390362557298719,0.2755459381049305,266835.15954325016
78,CWB379000660,창원스마트업파크,35.23937994,128.6328193,38010,경상남도 창원시,POINT (1103071.9492322828 1694362.8618833655),1047039.0,2354555,1003731,276574,2.345802809716946,0.2755459381049305,2456147.0280832215
79,CWB379000661,마산시외버스터미널,35.23981443,128.5834082,38010,경상남도 창원시,POINT (1098575.4657064374 1694360.8723990435),204413.0,1960725,1003731,276574,1.9534367275694384,0.2755459381049305,399307.86179265165
80,CWB379000665,내서119안전센터,35.24019543,128.5091749,38010,경상남도 창원시,POINT (1091820.5677089407 1694331.9497199354),414143.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,1425278.813369319
81,CWB379000666,도청사거리,35.23789861,128.687972,38010,경상남도 창원시,POINT (1108092.3362800996 1694257.2214809863),151211.0,1934447,1003731,276574,1.9272564063479158,0.2755459381049305,291422.3684602747
82,CWB379000667,도청사거리,35.23771204,128.6877522,38010,경상남도 창원시,POINT (1108072.5834705522 1694236.2899892332),150089.0,1384621,1003731,276574,1.3794741818276013,0.2755459381049305,207043.90047632286
83,CWB379000668,럭키아파트,35.23785743,128.6681742,38010,경상남도 창원시,POINT (1106290.923929311 1694231.27993542),499768.0,1143286,1003731,276574,1.1390362557298719,0.2755459381049305,569253.8714536066
84,CWB379000670,문성고등학교,35.23778609,128.6613777,38010,경상남도 창원시,POINT (1105672.581557292 1694216.112882929),234263.973776908,1143286,1003731,276574,1.1390362557298719,0.2755459381049305,266835.15954325016
85,CWB379000671,마산시외버스터미널,35.23880033,128.5826278,38010,경상남도 창원시,POINT (1098505.6833968312 1694247.626792108),2389654.0,1960725,1003731,276574,1.9534367275694384,0.2755459381049305,4668037.8897832185
86,CWB379000672,럭키아파트,35.23762941,128.6682044,38010,경상남도 창원시,POINT (1106293.9694650085 1694206.0229496104),499768.0,1143286,1003731,276574,1.1390362557298719,0.2755459381049305,569253.8714536066
87,CWB379000673,운동장사거리,35.2375576,128.6648924,38010,경상남도 창원시,POINT (1105992.6926947774 1694194.517891277),222429.0,1143286,1003731,276574,1.1390362557298719,0.2755459381049305,253354.69532573968
88,CWB379000674,유남주유소,35.23799647,128.6345192,38010,경상남도 창원시,POINT (1103228.3782662542 1694211.1902228515),1087626.0,2354555,1003731,276574,2.345802809716946,0.2755459381049305,2551356.126721203
89,CWB379000677,문성고등학교,35.23756163,128.661182,38010,경상남도 창원시,POINT (1105655.0653246178 1694191.0101501099),234263.973776908,1143286,1003731,276574,1.1390362557298719,0.2755459381049305,266835.15954325016
90,CWB379000678,운동장사거리,35.23735876,128.6650093,38010,경상남도 창원시,POINT (1106003.5885859872 1694172.5896907786),222429.0,1143286,1003731,276574,1.1390362557298719,0.2755459381049305,253354.69532573968
91,CWB379000679,한국농어촌공사경남지역본부,35.23674134,128.6879168,38010,경상남도 창원시,POINT (1108088.849036294 1694128.8102071958),330649.0,1384621,1003731,276574,1.3794741818276013,0.2755459381049305,456121.7587471145
92,CWB379000680,일동아파트,35.23694553,128.6777065,38010,경상남도 창원시,POINT (1107159.498352153 1694140.38903481),235808.0,1384621,1003731,276574,1.3794741818276013,0.2755459381049305,325291.047868403
93,CWB379000681,대원현대사원아파트,35.23726044,128.6500942,38010,경상남도 창원시,POINT (1104646.5358717167 1694145.8631120482),234263.973776908,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,337390.85258118005
94,CWB379000682,한국농어촌공사경남지역본부,35.23653639,128.6880188,38010,경상남도 창원시,POINT (1108098.4024587267 1694106.1905410073),330191.0,1384621,1003731,276574,1.3794741818276013,0.2755459381049305,455489.9595718375
95,CWB379000683,팔용가구거리,35.23738879,128.6335075,38010,경상남도 창원시,POINT (1103137.0903864503 1694142.7423286897),40587.0,2354555,1003731,276574,2.345802809716946,0.2755459381049305,95209.09863798169
96,CWB379000914,무학여고,35.22168028,128.5734731,38010,경상남도 창원시,POINT (1097693.2101586566 1692339.8493099103),467532.0,932691,1003731,276574,0.9292240650134349,0.2755459381049305,434441.98556386126
97,CWB379000915,노인병원,35.22171122,128.5646531,38010,경상남도 창원시,POINT (1096890.4632425378 1692334.6416044096),107119.0,932691,1003731,276574,0.9292240650134349,0.2755459381049305,99537.55262017413
98,CWB379000916,셰풀러코리아,35.22052906,128.6522214,38010,경상남도 창원시,POINT (1104861.6266796098 1692292.4639516175),199773.0,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,287716.38125155045
99,CWB379000917,한국폴리텍7대학,35.22033682,128.6662103,38010,경상남도 창원시,POINT (1106135.0409983275 1692286.0008032816),391757.0,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,564214.9157792277
100,CWB379000918,자유무역지역후문,35.22128643,128.59076,38010,경상남도 창원시,POINT (1099266.9766528802 1692313.3078520438),721216.0,869221,1003731,276574,0.8659899913423019,0.2755459381049305,624565.8375959296
101,CWB379000919,대동백화점,35.21980584,128.692468,38010,경상남도 창원시,POINT (1108525.5368800983 1692255.483627602),34752.0,1626091,1003731,276574,1.620046606112594,0.2755459381049305,56299.85965562487
102,CWB379000920,셰풀러코리아,35.22042199,128.6518362,38010,경상남도 창원시,POINT (1104826.7064127433 1692280.1824639535),198698.0,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,286168.14845810283
103,CWB379000921,상남시장,35.22000143,128.6835452,38010,경상남도 창원시,POINT (1107713.1825369191 1692267.4637477063),234263.973776908,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,337390.85258118005
104,CWB379000923,상남시장,35.21996643,128.6832332,38010,경상남도 창원시,POINT (1107684.8326259004 1692263.2436695187),234263.973776908,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,337390.85258118005
105,CWB379000924,창원NC파크.마산회원구청,35.22115559,128.5834955,38010,경상남도 창원시,POINT (1098605.9866745134 1692291.5609900134),449946.0,684883,1003731,276574,0.6823371999071465,0.2755459381049305,307014.89374942094
106,CWB379000925,노인병원,35.2214637,128.5647407,38010,경상남도 창원시,POINT (1096898.729983351 1692307.2754248548),107119.0,932691,1003731,276574,0.9292240650134349,0.2755459381049305,99537.55262017413
107,CWB379000926,봉암동,35.2210405,128.5956308,38010,경상남도 창원시,POINT (1099710.5734070116 1692290.911111895),519753.0,1405204,1003731,276574,1.399980672112349,0.2755459381049305,727644.1542724096
108,CWB379000927,경창상가,35.21990836,128.6796451,38010,경상남도 창원시,POINT (1107358.3442246497 1692252.9191974415),302380.0,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,435492.68100716226
109,CWB379000928,한국폴리텍7대학,35.22016765,128.6657587,38010,경상남도 창원시,POINT (1106094.159838102 1692266.7560476395),391757.0,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,564214.9157792277
110,CWB379000930,대동백화점,35.21961548,128.6921917,38010,경상남도 창원시,POINT (1108500.6432057917 1692234.0692711927),234263.973776908,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,337390.85258118005
111,CWB379000931,경창상가,35.21960268,128.6796226,38010,경상남도 창원시,POINT (1107356.6990236843 1692218.9924711864),305199.0,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,439552.6514673752
112,CWB379000933,봉암동,35.2206786,128.5958915,38010,경상남도 창원시,POINT (1099734.7428393485 1692251.0355653893),523814.0,1405204,1003731,276574,1.399980672112349,0.2755459381049305,733329.475781858
113,CWB379000934,사파초등학교,35.21930543,128.6985882,38010,경상남도 창원시,POINT (1109083.22831265 1692206.6879455957),563586.0,1626091,1003731,276574,1.620046606112594,0.2755459381049305,913035.5865525724
114,CWB379000935,국제주유소,35.22081443,128.5707652,38010,경상남도 창원시,POINT (1097447.7986440896 1692241.1606989552),1011503.0,932691,1003731,276574,0.9292240650134349,0.2755459381049305,939912.9294332844
115,CWB379000938,마산여중,35.22070343,128.5618842,38010,경상남도 창원시,POINT (1096639.6601379393 1692220.1735324145),107119.0,932691,1003731,276574,0.9292240650134349,0.2755459381049305,99537.55262017413
116,CWB379000940,상남교회,35.21867755,128.7014442,38010,경상남도 창원시,POINT (1109344.0072935075 1692140.190910425),563586.0,1626091,1003731,276574,1.620046606112594,0.2755459381049305,913035.5865525724
117,CWB379000941,토월대동아파트,35.21867571,128.69031045,38010,경상남도 창원시,POINT (1108330.6723957951 1692127.7876593308),234263.973776908,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,337390.85258118005
118,CWB379000942,토월대동아파트,35.21872363,128.69010553,38010,경상남도 창원시,POINT (1108311.9579582897 1692132.8789198343),234263.973776908,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,337390.85258118005
119,CWB379000944,토월대동아파트후문,35.21860812,128.6859492,38010,경상남도 창원시,POINT (1107933.8234484992 1692115.5437496244),234263.973776908,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,337390.85258118005
120,CWB379000945,사파동성아파트,35.21833943,128.7023822,38010,경상남도 창원시,POINT (1109429.8332570663 1692103.7234949754),490306.0,1626091,1003731,276574,1.620046606112594,0.2755459381049305,794318.5712566415
121,CWB379000946,사파동성아파트,35.21822611,128.7019847,38010,경상남도 창원시,POINT (1109393.8067234552 1692090.717516147),1052770.0,1626091,1003731,276574,1.620046606112594,0.2755459381049305,1705536.4655171556
122,CWB379000947,토월대동아파트후문,35.21849897,128.68585908,38010,경상남도 창원시,POINT (1107925.7657005365 1692103.3401965837),234263.973776908,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,337390.85258118005
123,CWB379000948,상남대우아파트,35.21852643,128.6807132,38010,경상남도 창원시,POINT (1107457.3773509408 1692100.8068291624),301282.0,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,433911.32323301764
124,CWB379000949,사파삼익1차아파트,35.21832492,128.6960349,38010,경상남도 창원시,POINT (1108852.151010035 1692095.1401658393),405223.0,1626091,1003731,276574,1.620046606112594,0.2755459381049305,656480.1458687637
125,CWB379000950,상남대우아파트,35.2184253,128.6805624,38010,경상남도 창원시,POINT (1107443.7855978839 1692089.4275636678),301282.0,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,433911.32323301764
126,CWB379000951,신세계백화점,35.21887471,128.5870619,38010,경상남도 창원시,POINT (1098933.3364673737 1692042.1417530891),1221855.0,684883,1003731,276574,0.6823371999071465,0.2755459381049305,833717.1193925465
127,CWB379000952,동마산주유소,35.21969057,128.5817056,38010,경상남도 창원시,POINT (1098444.8555175245 1692127.3047457247),445885.0,684883,1003731,276574,0.6823371999071465,0.2755459381049305,304243.92238059803
128,CWB379000953,사파삼익1차아파트,35.2180131,128.6959144,38010,경상남도 창원시,POINT (1108841.6000093317 1692060.424680521),405223.0,1626091,1003731,276574,1.620046606112594,0.2755459381049305,656480.1458687637
129,CWB379000954,봉암공단 입구,35.21933543,128.6000532,38010,경상남도 창원시,POINT (1100115.1556225247 1692106.255020429),519753.0,1405204,1003731,276574,1.399980672112349,0.2755459381049305,727644.1542724096
130,CWB379000955,신세계백화점,35.21959548,128.5871657,38010,경상남도 창원시,POINT (1098941.908817217 1692122.1835481017),1221855.0,684883,1003731,276574,0.6823371999071465,0.2755459381049305,833717.1193925465
131,CWB379000956,동중입구,35.21960534,128.5708317,38010,경상남도 창원시,POINT (1097455.296434515 1692107.129666488),1011503.0,932691,1003731,276574,0.9292240650134349,0.2755459381049305,939912.9294332844
132,CWB379000957,중앙체육공원,35.21818741,128.6738091,38010,경상남도 창원시,POINT (1106829.4458120568 1692055.7598243158),261839.0,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,377104.8617707334
